"","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
"285",2018-09-14,"The Predator",88000000,50787159,127987159,"20th Century Fox","R","Action"
"286",2005-07-08,"Fantastic Four",87500000,154696080,333132750,"20th Century Fox","PG-13","Action"
"287",2001-02-09,"Hannibal",87000000,165092266,350100280,"MGM","R","Horror"
"288",2003-07-25,"Seabiscuit",86000000,120277854,148715342,"Universal","PG-13","Drama"
"289",2000-12-22,"Cast Away",85000000,233632142,427230516,"20th Century Fox","PG-13","Drama"
"290",2006-11-17,"Happy Feet",85000000,198000317,385000317,"Warner Bros","PG","Adventure"
"291",1997-07-25,"Air Force One",85000000,172956409,315268353,"Sony Pictures","R","Action"
"292",2009-04-03,"Fast & Furious",85000000,155064265,363064265,"Universal","PG-13","Action"
"293",2008-03-14,"Horton Hears a Who",85000000,154529439,299477886,"20th Century Fox","G","Adventure"
"294",2014-03-21,"Divergent",85000000,150947895,276014965,"Lionsgate","PG-13","Adventure"
"295",2012-09-28,"Hotel Transylvania",85000000,148313048,378505812,"Sony Pictures","PG","Adventure"
"296",2007-07-20,"I Now Pronounce You Chuck and Larry",85000000,119725280,185708462,"Universal","PG-13","Comedy"
"297",2007-06-08,"Ocean's Thirteen",85000000,117144465,311744465,"Warner Bros","PG-13","Adventure"
"298",1998-11-20,"Enemy of the State",85000000,111549836,250649836,"Walt Disney","R","Action"
"299",2006-09-29,"Open Season",85000000,85105259,191932158,"Sony Pictures","PG","Adventure"
"300",2011-11-04,"Tower Heist",85000000,78046570,150422946,"Universal","PG-13","Comedy"
"301",2000-11-22,"102 Dalmatians",85000000,66941559,66941559,"Walt Disney","G","Adventure"
"302",2012-03-30,"Mirror Mirror",85000000,64935167,173613482,"Relativity","PG","Adventure"
"303",2005-12-09,"Memoirs of a Geisha",85000000,57010853,161510853,"Sony Pictures","PG-13","Drama"
"304",2001-03-16,"Enemy at the Gates",85000000,51396781,96971293,"Paramount Pictures","R","Drama"
"305",1993-06-18,"Last Action Hero",85000000,50016394,137298489,"Sony Pictures","PG-13","Action"
"306",2003-09-26,"The Rundown",85000000,47641743,80831893,"Universal","PG-13","Action"
"307",2011-11-23,"Arthur Christmas",85000000,46462469,149717124,"Sony Pictures","PG","Adventure"
"308",2017-01-20,"xXx: Return of Xander Cage",85000000,44898413,345044476,"Paramount Pictures","PG-13","Action"
"309",1998-11-13,"Meet Joe Black",85000000,44650003,44650003,"Universal","PG-13","Drama"
"310",2002-02-08,"Collateral Damage",85000000,40048332,78353508,"Warner Bros","R","Action"
"311",2002-03-15,"Showtime",85000000,37948765,78948765,"Warner Bros","PG-13","Comedy"
"312",1995-06-30,"Judge Dredd",85000000,34687912,113487912,"Walt Disney","R","Action"
"313",2010-08-13,"Scott Pilgrim vs. The World",85000000,31611316,48056764,"Universal","PG-13","Comedy"
"314",2003-03-28,"The Core",85000000,31111260,74132631,"Paramount Pictures","PG-13","Action"
"315",1997-05-09,"Father's Day",85000000,28681080,35681080,"Warner Bros","PG-13","Comedy"
"316",2002-06-14,"Scooby-Doo",84000000,153294164,276294164,"Warner Bros","PG","Adventure"
"317",2000-07-28,"Nutty Professor II: The Klumps",84000000,123307945,166307945,"Universal","PG-13","Comedy"
"318",2013-07-19,"RED 2",84000000,53262560,141507355,"Lionsgate","PG-13","Action"
"319",2006-06-23,"Click",82500000,137355633,237685089,"Sony Pictures","PG-13","Comedy"
"320",2006-12-15,"Charlotte's Web",82500000,82985708,143985708,"Paramount Pictures","G","Drama"
"321",2008-02-14,"Jumper",82500000,80172128,222640812,"20th Century Fox","PG-13","Adventure"
"322",2008-07-11,"Hellboy II: The Golden Army",82500000,75986503,160388063,"Universal","PG-13","Action"
"323",2005-05-27,"The Longest Yard",82000000,158119460,191558505,"Paramount Pictures","PG-13","Comedy"
"324",2010-08-13,"The Expendables",82000000,103068524,268268174,"Lionsgate","R","Action"
"325",2000-11-17,"The 6th Day",82000000,34543701,96024898,"Sony Pictures","PG-13","Action"
"326",2003-05-23,"Bruce Almighty",81000000,242704995,484468608,"Universal","PG-13","Comedy"
"327",2011-05-26,"The Hangover Part II",80000000,254464305,586464305,"Warner Bros","R","Comedy"
"328",1996-05-21,"Mission: Impossible",80000000,180981886,457697994,"Paramount Pictures","PG-13","Action"
"329",2017-02-10,"The Lego Batman Movie",80000000,175750384,310692896,"Warner Bros","PG","Adventure"
"330",2015-09-25,"Hotel Transylvania 2",80000000,169700110,469500298,"Sony Pictures","PG","Adventure"
"331",1992-06-18,"Batman Returns",80000000,162833635,266824291,"Warner Bros","PG-13","Action"
"332",1999-05-07,"The Mummy",80000000,155385488,416385488,"Universal","PG-13","Adventure"
"333",2006-05-19,"Over the Hedge",80000000,155019340,343397247,"Paramount Pictures","PG","Adventure"
"334",2002-06-21,"Lilo & Stitch",80000000,145771527,245800000,"Walt Disney","PG","Adventure"
"335",1998-05-08,"Deep Impact",80000000,140464664,349464664,"Paramount Pictures","PG-13","Adventure"
"336",2013-07-12,"Grown Ups 2",80000000,133668525,247023808,"Sony Pictures","PG-13","Comedy"
"337",2008-06-20,"Get Smart",80000000,130319208,226739416,"Warner Bros","PG-13","Comedy"
"338",2005-03-11,"Robots",80000000,128200012,260700012,"20th Century Fox","PG","Adventure"
"339",2008-11-26,"Four Christmases",80000000,120146040,168311558,"Warner Bros","PG-13","Comedy"
"340",1997-06-27,"Face/Off",80000000,112276146,241200000,"Paramount Pictures","R","Action"
"341",2008-12-25,"Bedtime Stories",80000000,110101975,221468935,"Walt Disney","PG","Adventure"
"342",2002-07-12,"Road to Perdition",80000000,104054514,183354514,"Dreamworks SKG","R","Drama"
"343",2003-02-14,"Daredevil",80000000,102543518,182782518,"20th Century Fox","PG-13","Action"
"344",1997-06-06,"Con Air",80000000,101117573,224117573,"Walt Disney","R","Action"
"345",2010-12-17,"Yogi Bear",80000000,100246011,204774690,"Warner Bros","PG","Adventure"
"346",2003-12-25,"Cold Mountain",80000000,95632614,165173909,"Miramax","R","Drama"
"347",2010-01-15,"The Book of Eli",80000000,94835059,158750817,"Warner Bros","R","Action"
"348",1997-11-26,"Flubber",80000000,92993801,177993801,"Walt Disney","PG","Comedy"
"349",1999-07-23,"The Haunting",80000000,91188905,180188905,"Dreamworks SKG","PG-13","Horror"
"350",1996-11-15,"Space Jam",80000000,90463534,250200000,"Warner Bros","PG","Adventure"
"351",2014-10-17,"Fury",80000000,85817906,210315681,"Sony Pictures","R","Drama"
"352",2006-02-10,"The Pink Panther",80000000,82226474,158926474,"Sony Pictures","PG","Adventure"
"353",2008-12-12,"The Day the Earth Stood Still",80000000,79366978,233066978,"20th Century Fox","PG-13","Adventure"
"354",2002-05-24,"Spirit: Stallion of the Cimarron",80000000,73215310,106515310,"Dreamworks SKG","G","Adventure"
"355",2001-06-08,"Swordfish",80000000,69772969,147080413,"Warner Bros","R","Action"
"356",1998-04-03,"Lost In Space",80000000,69117629,136047317,"New Line","PG-13","Adventure"
"357",2018-09-28,"Smallfoot",80000000,66361035,137161035,"Warner Bros","PG","Adventure"
"358",2005-06-24,"Bewitched",80000000,63313159,131159306,"Sony Pictures","PG-13","Comedy"
"359",2002-03-08,"The Time Machine",80000000,56684819,98983590,"Dreamworks SKG","PG-13","Adventure"
"360",1998-10-02,"What Dreams May Come",80000000,55485043,71485043,"Polygram","PG-13","Drama"
"361",1998-12-25,"Mighty Joe Young",80000000,50632037,50632037,"Walt Disney","PG","Adventure"
"362",2005-10-28,"The Legend of Zorro",80000000,45575336,141475336,"Sony Pictures","PG","Adventure"
"363",2000-11-10,"Little Nicky",80000000,39442871,58270391,"New Line","PG-13","Comedy"
"364",2009-09-25,"Surrogates",80000000,38577772,119668350,"Walt Disney","PG-13","Action"
"365",2001-06-08,"Evolution",80000000,38311134,98341932,"Dreamworks SKG","PG-13","Comedy"
"366",2005-08-26,"The Brothers Grimm",80000000,37899638,105299638,"Miramax Dimension","PG-13","Adventure"
"367",1996-12-13,"Mars Attacks!",80000000,37771017,101371017,"Warner Bros","PG-13","Comedy"
"368",2006-04-14,"The Wild",80000000,37384046,99010667,"Walt Disney","G","Adventure"
"369",2013-12-20,"Walking with Dinosaurs",80000000,36076121,123386322,"20th Century Fox","PG","Adventure"
"370",2000-12-22,"Thirteen Days",80000000,34566746,66554547,"New Line","PG-13","Drama"
"371",1996-12-06,"Daylight",80000000,32908290,158908290,"Universal","PG-13","Action"
"372",2015-10-23,"The Last Witch Hunter",80000000,27367660,131437876,"Lionsgate","PG-13","Action"
"373",2014-02-21,"Pompeii",80000000,23169033,108469033,"Sony Pictures","PG-13","Drama"
"374",2003-11-14,"Looney Tunes: Back in Action",80000000,20950820,54540662,"Warner Bros","PG","Adventure"
"375",2003-11-26,"Timeline",80000000,19480739,26703184,"Paramount Pictures","PG-13","Adventure"
"376",1998-11-25,"Babe: Pig in the City",80000000,18319860,69131860,"Universal","G","Adventure"
"377",1997-12-25,"The Postman",80000000,17650704,20841123,"Warner Bros","R","Action"
"378",2000-11-10,"Red Planet",80000000,17480890,33463969,"Warner Bros","PG-13","Action"
"379",2007-01-12,"Arthur et les Minimoys",80000000,15132763,113325743,"Weinstein Co","PG","Adventure"
"380",2005-09-02,"A Sound of Thunder",80000000,1900451,6300451,"Warner Bros","PG-13","Action"
"381",1994-06-15,"The Lion King",79300000,421785283,986332275,"Walt Disney","G","Adventure"
"382",2012-02-10,"Journey 2: The Mysterious Island",79000000,103860290,318146162,"Warner Bros","PG","Adventure"
"383",2011-11-11,"Jack and Jill",79000000,74158157,150519217,"Sony Pictures","PG","Comedy"
"384",2001-12-21,"A Beautiful Mind",78000000,170708996,317668058,"Universal","PG-13","Drama"
"385",2013-09-27,"Cloudy with a Chance of Meatballs 2",78000000,119793567,274392649,"Sony Pictures","PG","Adventure"
"386",2004-08-20,"Exorcist: The Beginning",78000000,41814863,43957541,"Warner Bros","R","Horror"
"387",2016-02-12,"The Little Prince",77500000,1311213,102029819,"Entertainment One","PG","Adventure"
"388",2013-07-03,"Despicable Me 2",76000000,368065385,975216835,"Universal","PG","Adventure"
"389",2003-06-06,"2 Fast 2 Furious",76000000,127120058,236410607,"Universal","PG-13","Action"
"390",2016-07-08,"The Secret Life of Pets",75000000,368384330,886767422,"Universal","PG","Adventure"
"391",1996-07-02,"Independence Day",75000000,306169255,817400878,"20th Century Fox","PG-13","Adventure"
"392",2016-12-21,"Sing",75000000,270329045,634547945,"Universal","PG","Adventure"
"393",2017-06-30,"Despicable Me 3",75000000,264624300,1034520868,"Universal","PG","Adventure"
"394",1997-05-22,"The Lost World: Jurassic Park",75000000,229086679,618638999,"Universal","PG-13","Action"
"395",2006-03-31,"Ice Age: The Meltdown",75000000,195330621,651899282,"20th Century Fox","PG","Adventure"
"396",2005-05-27,"Madagascar",75000000,193595521,556559566,"Dreamworks SKG","PG","Adventure"
"397",2010-06-25,"Grown Ups",75000000,162001186,272223430,"Sony Pictures","PG-13","Comedy"
"398",2004-10-01,"Shark Tale",75000000,161412000,371917043,"Dreamworks SKG","PG","Adventure"
"399",2000-07-14,"X-Men",75000000,157299717,296872367,"20th Century Fox","PG-13","Action"
"400",2008-06-27,"Wanted",75000000,134508551,342416460,"Universal","R","Action"
"401",1996-06-07,"The Rock",75000000,134069511,336069511,"Walt Disney","R","Action"
"402",2018-08-03,"Christopher Robin",75000000,98677443,186977443,"Walt Disney","PG","Adventure"
"403",1999-07-23,"Inspector Gadget",75000000,97387965,97387965,"Walt Disney","PG","Adventure"
"404",2011-11-11,"Immortals",75000000,83504017,211562435,"Relativity","R","Action"
"405",2004-06-18,"The Terminal",75000000,77073959,218673959,"Dreamworks SKG","PG-13","Drama"
"406",2005-02-18,"Constantine",75000000,75976178,221594911,"Warner Bros","R","Action"
"407",2006-07-21,"Monster House",75000000,73661010,141267370,"Sony Pictures","PG","Adventure"
"408",2000-12-08,"Vertical Limit",75000000,68473360,213500000,"Sony Pictures","PG-13","Action"
"409",2007-12-21,"Charlie Wilson's War",75000000,66661095,119512771,"Universal","R","Drama"
"410",2005-03-04,"Be Cool",75000000,55849401,94944017,"MGM","PG-13","Comedy"
"411",2005-12-23,"Munich",75000000,47379090,131492772,"Universal","R","Drama"
"412",2010-06-04,"Killers",75000000,47059963,95572749,"Lionsgate","PG-13","Action"
"413",2015-08-14,"The Man From U.N.C.L.E.",75000000,45445109,105445109,"Warner Bros","PG-13","Action"
"414",2003-03-07,"Tears of the Sun",75000000,43632458,85632458,"Sony Pictures","R","Action"
"415",2006-07-21,"Lady in the Water",75000000,42285169,72785169,"Warner Bros","PG-13","Drama"
"416",2004-12-17,"Spanglish",75000000,42044321,54344321,"Sony Pictures","PG-13","Comedy"
"417",1999-12-17,"Anna and the King",75000000,39251128,39251128,"20th Century Fox","PG-13","Drama"
"418",1995-07-07,"First Knight",75000000,37361412,127361412,"Sony Pictures","PG-13","Drama"
"419",2011-03-25,"Sucker Punch",75000000,36392502,89758389,"Warner Bros","PG-13","Action"
"420",2005-03-11,"Hostage",75000000,34636443,77636443,"Miramax","R","Action"
"421",2003-06-13,"Hollywood Homicide",75000000,30207785,50409753,"Sony Pictures","PG-13","Action"
"422",2000-06-16,"Titan A.E.",75000000,22751979,36751979,"20th Century Fox","PG","Adventure"
"423",2004-12-17,"Flight of the Phoenix",75000000,21009180,34009180,"20th Century Fox","PG-13","Adventure"
"424",1998-10-23,"Soldier",75000000,14623082,14623082,"Warner Bros","R","Action"
"425",1999-01-15,"Virus",75000000,14010690,30626690,"Universal","R","Action"
"426",2001-02-23,"Monkeybone",75000000,5409517,5409517,"20th Century Fox","PG-13","Comedy"
"427",2015-07-10,"Minions",74000000,336045770,1162781621,"Universal","PG","Adventure"
"428",2016-05-20,"The Angry Birds Movie",73000000,107509366,352829528,"Sony Pictures","PG","Adventure"
"429",1998-02-13,"Sphere",73000000,37068294,50168294,"Warner Bros","PG-13","Horror"
"430",2007-07-27,"The Simpsons Movie",72500000,183135014,527071022,"20th Century Fox","PG-13","Adventure"
"431",2008-02-08,"Fool's Gold",72500000,70231041,109362966,"Warner Bros","PG-13","Adventure"
"432",2009-07-31,"Funny People",72500000,51855045,71880305,"Universal","R","Comedy"
"433",2007-09-28,"The Kingdom",72500000,47467250,86509602,"Universal","R","Action"
"434",2001-06-22,"Dr. Dolittle 2",72000000,112950721,176101721,"20th Century Fox","PG","Adventure"
"435",1995-05-24,"Braveheart",72000000,75545647,209045244,"Paramount Pictures","R","Drama"
"436",2005-11-04,"Jarhead",72000000,62647540,96947540,"Universal","R","Drama"
"437",2001-04-27,"Driven",72000000,32616869,54616869,"Warner Bros","PG-13","Action"
"438",2001-12-21,"The Majestic",72000000,27796042,37306334,"Warner Bros","PG","Drama"
"439",2004-06-25,"Two Brothers",72000000,19176754,62176754,"Universal","PG","Drama"
"440",1998-06-26,"Doctor Dolittle",71500000,144156605,294156605,"20th Century Fox","PG-13","Adventure"
"441",2004-05-19,"Shrek 2",70000000,441226247,937008132,"Dreamworks SKG","PG","Adventure"
"442",2006-06-09,"Cars",70000000,244082982,461651246,"Walt Disney","G","Adventure"
"443",1988-06-22,"Who Framed Roger Rabbit?",70000000,154112492,351500000,"Walt Disney","PG","Adventure"
"444",2002-08-09,"xXx",70000000,141930000,267200000,"Sony Pictures","PG-13","Action"
"445",2018-06-08,"Ocean۪s 8",70000000,139377762,296277762,"Warner Bros","PG-13","Action"
"446",1996-11-08,"Ransom",70000000,136492681,308700000,"Walt Disney","R","Action"
"447",2009-08-21,"Inglourious Basterds",70000000,120774594,316915264,"Weinstein Co","R","Action"
"448",1991-12-11,"Hook",70000000,119654823,300854823,"Sony Pictures","PG","Adventure"
"449",1990-07-03,"Die Hard 2",70000000,117323878,239814025,"20th Century Fox","R","Action"
"450",2003-08-08,"S.W.A.T.",70000000,116877597,207154748,"Sony Pictures","PG-13","Action"
"451",2017-11-10,"Daddy۪s Home 2",70000000,104029443,175809810,"Paramount Pictures","PG-13","Comedy"
"452",1999-11-19,"Sleepy Hollow",70000000,101068340,207068340,"Paramount Pictures","R","Horror"
"453",2011-03-11,"Battle: Los Angeles",70000000,83552429,213463976,"Sony Pictures","PG-13","Action"
"454",2004-08-13,"AVP: Alien Vs. Predator",70000000,80281096,172543519,"20th Century Fox","PG-13","Horror"
"455",2011-12-25,"War Horse",70000000,79883359,156815529,"Walt Disney","PG-13","Drama"
"456",2002-03-01,"We Were Soldiers",70000000,78120196,114658262,"Paramount Pictures","R","Drama"
"457",2014-02-07,"The Monuments Men",70000000,78031620,158702748,"Sony Pictures","PG-13","Drama"
"458",2016-09-23,"Storks",70000000,72679278,174030321,"Warner Bros","PG","Adventure"
"459",1998-12-11,"Star Trek: Insurrection",70000000,70187658,117800000,"Paramount Pictures","PG","Adventure"
"460",2003-12-10,"Big Fish",70000000,66432867,123954323,"Sony Pictures","PG-13","Drama"
"461",2012-01-20,"Underworld: Awakening",70000000,62321039,160379930,"Sony Pictures","R","Action"
"462",2017-09-22,"The Lego Ninjago Movie",70000000,59281555,122739546,"Warner Bros","PG","Adventure"
"463",2014-10-10,"Dracula Untold",70000000,55991880,220241723,"Universal","PG-13","Action"
"464",2006-09-29,"The Guardian",70000000,55011732,94973540,"Walt Disney","PG-13","Action"
"465",1989-08-09,"The Abyss",70000000,54243125,54243125,"20th Century Fox","PG-13","Action"
"466",2010-09-24,"Wall Street 2: Money Never Sleeps",70000000,52474616,137431619,"20th Century Fox","PG-13","Drama"
"467",2011-01-14,"The Dilemma",70000000,48475290,70546865,"Universal","PG-13","Comedy"
"468",2005-12-25,"Rumor Has It",70000000,42996140,88933562,"Warner Bros","PG-13","Comedy"
"469",1998-11-06,"The Siege",70000000,40934175,116625798,"20th Century Fox","R","Action"
"470",2007-08-10,"Stardust",70000000,38634938,137022245,"Paramount Pictures","PG-13","Adventure"
